frame_id,time_s,before_x,before_y,after_x,after_y,after_yaw,gt_x,gt_y,gt_yaw,aligned_x,aligned_y
253,0.0,0.0,0.0,0.0,0.0,0.0,0.08484627614200886,1.112475226982509,-0.9193636883439223,0.21129359625557043,0.39991401793308173
273,1.334183931350708,-0.06609286777347428,-0.00648194223785814,-0.06740137018881935,-0.00606609800836987,-0.059325929963604716,0.09377646292881817,1.049822074106962,-0.8550629954045039,0.2585483499771595,0.44835708244276534
293,2.673337936401367,-0.13498400579313177,-0.007127275720548566,-0.13755111813405446,-0.006520939625956148,-0.12022331289907894,0.11245710134635573,0.9786300115527309,-0.7786989816753541,0.3115401769909165,0.494325117939414
313,3.9999570846557617,-0.17125377000687236,-0.011035641090581689,-0.17475972818952076,-0.010979368663283836,-0.15610157377153494,0.13661951694325297,0.9135061263786932,-0.7418637353740318,0.3369052592590127,0.5219108180986152
333,5.399801015853882,-0.21707966303533377,-0.006739459563463875,-0.2163679292971284,-0.008900978708105033,-0.19239097316176176,0.17293721669770756,0.8461446197798921,-0.6721088885221315,0.36986366894166056,0.5473922885312189
353,6.734081983566284,-0.2620444398911253,0.0026186418304384946,-0.2558984976450115,-0.0026662923887953286,-0.22161908839460473,0.21426897593774333,0.7865290259039169,-0.6094078232914696,0.40394693791855163,0.5683653170024658
373,8.074863910675049,-0.29520292852016117,0.008808349291804886,-0.2876040401855185,0.0011572830615063894,-0.25650061396257545,0.261412010597304,0.7313691987073185,-0.5518324110528288,0.4305180187484109,0.5860808136239308
393,9.39977502822876,-0.33253156898116043,0.0174442428173639,-0.32433424341548367,0.006515230531560212,-0.2900953603010569,0.3119498655321394,0.6819707905452673,-0.5007436602812934,0.4619038599074943,0.6058985936495338
413,10.799901008605957,-0.3314965356692767,0.021597194593439974,-0.3254712826040873,0.005171919922208799,-0.2877118696583912,0.3678427590446978,0.6352381197159616,-0.46957788446658666,0.46189395123859733,0.6076584923193149
433,12.401839971542358,-0.33412240026355705,0.022933812316478196,-0.329215918312668,0.009623249753195633,-0.2769463516167768,0.43730066514450955,0.5863797733709832,-0.4255607584955933,0.46763344012580665,0.6067125001587705
453,13.733314037322998,-0.3368017562321682,0.024328234055073814,-0.3330178058782812,0.014124437455030666,-0.2692090710917516,0.4997141472611101,0.5495040144753907,-0.3657802488743666,0.47344884458421077,0.605765868882143
473,15.073517084121704,-0.3412876172692214,0.02054633075123592,-0.3393550940741943,0.019388107216502876,-0.26920731805428183,0.564411277179155,0.5163941760349718,-0.3066253157931996,0.4816860947605853,0.6058889565245505
493,16.473905086517334,-0.41547061542182506,0.043694019703649764,-0.4146987765093257,0.0441138693968003,-0.32519332961566744,0.6328639201134291,0.4859676353278759,-0.2583465994458614,0.5549998085920061,0.6361070498218961
513,17.999815940856934,-0.45093962146607414,0.05584084014343998,-0.4532262186098169,0.05806679438390548,-0.35348102816942834,0.7084525403825621,0.4573298883969319,-0.21091143937380608,0.5933407024627381,0.6505647041162744
