frame_id,time_s,before_x,before_y,after_x,after_y,after_yaw,gt_x,gt_y,gt_yaw,aligned_x,aligned_y
150,0.0,0.0,0.0,0.0,0.0,0.0,0.11131449999999997,1.423999,-1.5707963267948968,0.3986423641876766,1.4151540690122124
155,0.33327317237854004,-6.926233765588291e-05,0.004823354289464898,0.0017766303864778044,-0.0009004509721593897,-9.935391429683783e-06,0.12076127864344217,1.423999,-1.5707963267948968,0.39706432070170833,1.4139387475568714
160,0.6673619747161865,-0.00135531059601673,0.01382513160357908,0.0023339721406881123,0.002377163172823437,0.0007203214657973378,0.13722959999999995,1.423999,-1.5707963267948968,0.3997819954994438,1.412023642335707
165,1.000020980834961,0.00033822118596862666,0.023489962718953816,0.005867994305803605,0.0063191341022662845,0.00276061816443638,0.1539056596330275,1.423999,-1.5707963267948968,0.4018167131510495,1.407136069159749
170,1.3333721160888672,-0.013514330974507287,0.032856202084253563,-0.005489047498513719,0.007910830314350522,-0.006679762283997609,0.17048949541284397,1.423999,-1.5707963267948968,0.40814623245610177,1.4166991795713015
175,1.667212963104248,-0.018659205723075476,0.042302624763055366,-0.00879859272958119,0.011627686951931565,-0.00945879755158929,0.1872370770642201,1.423999,-1.5707963267948968,0.41292632230056164,1.4180844066211757
180,1.999979019165039,-0.01391486266467444,0.05032564689725095,-0.0005806625613043669,0.016219848203013545,9.474223754812011e-05,0.20385379744036686,1.423999,-1.5707963267948968,0.4135297470800374,1.4086898230890479
185,2.3340771198272705,-0.013557632091795259,0.06031572265303929,0.004796244567985265,0.02153107997772707,0.0014524602598227417,0.22053239109274214,1.423999,-1.5707963267948968,0.41600612189973946,1.4015492432110495
190,2.673218011856079,-0.017377320167515954,0.06887408625893156,0.00794262250610836,0.0240115134411318,0.010167695800491715,0.2374718383454545,1.423999,-1.5707963267948968,0.4168889254828313,1.39764118715598
195,2.9999639987945557,-0.020275661019829767,0.07745160376510472,0.004503732015594087,0.013415674509031163,0.0001303822983966438,0.25382433148028616,1.423999,-1.5707963267948968,0.408808599645381,1.4053097010173092
200,3.3340041637420654,-0.026694491614313157,0.08401498694322719,0.005890622973216751,0.007966192903313086,0.004256779963078388,0.27051169999999997,1.423999,-1.5707963267948968,0.40329331178838534,1.4064060203840412
205,3.6671860218048096,-0.039837043108963674,0.09174527302747232,-0.008058980781135703,0.011832829804335322,-0.0036663779120487527,0.28714803211009166,1.423999,-1.5707963267948968,0.4127927898958196,1.4173285769306638
210,4.000141143798828,-0.04759181238024384,0.10018039963648932,-0.01663678521364802,0.016485110993508276,-0.00933504578700544,0.30388265359633027,1.423999,-1.5707963267948968,0.4206868372959169,1.4230649926051575
215,4.333225965499878,-0.047414517334000546,0.10925221043643331,-0.004423123507806737,0.015890610484625842,0.00556782298020004,0.3204302871559633,1.423999,-1.5707963267948968,0.41488814202515223,1.4122992090165558
220,4.6673290729522705,-0.04863240972099766,0.11901608362159925,-0.0075487477208132136,0.021405292101804658,0.00012423348440606128,0.33726158715596327,1.423999,-1.5707963267948968,0.42121139366842464,1.4127438759881596
225,4.999956130981445,-0.04834576775447758,0.12798309658519266,-0.019719127949061766,0.02266540404780197,-0.019026862833617566,0.35390034458323094,1.423999,-1.5707963267948968,0.42759210613374576,1.4231838254828404
230,5.33321213722229,-0.04677387880707797,0.13325291850622395,-0.016020465196941454,0.026660523309843105,-0.008855046206277337,0.3704221,1.423999,-1.5707963267948968,0.42960385152629477,1.4181247776922565
235,5.667348146438599,-0.055776011864525576,0.13990393363887763,-0.02416196237426831,0.03144796419473735,-0.01208659286473659,0.386764575616,1.423999,-1.5707963267948968,0.43743188942788186,1.4234092255466775
240,5.999955177307129,-0.06770544077196658,0.14685162657321985,-0.03688763403757406,0.034174945036687464,-0.02291778991076787,0.4038224495412844,1.423999,-1.5707963267948968,0.44537558688967305,1.4337182902195833
245,6.3333580493927,-0.05672151901783006,0.15104853612526853,-0.029117866423036886,0.034707820881477905,-0.013369647207437656,0.42042551834862374,1.423999,-1.5707963267948968,0.44250889729841536,1.4264770654449168
